SERVICE_DELETE_START
#存款核心
3041020006	01	RDFA
3041020007	01	RDFA
3041020007	02	RDFA
3041020007	03	RDFA
3041020007	04	RDFA
3041020007	05	RDFA
3041020007	06	RDFA
3041020007	07	RDFA
3041020007	08	RDFA
3041020007	09	RDFA
3041020007	10	RDFA
3041020007	11	RDFA
3041020007	12	RDFA
3041020007	13	RDFA
3041020007	14	RDFA
3041020007	15	RDFA
3041020007	16	RDFA
3041020007	17	RDFA
3041020007	18	RDFA
3041020007	19	RDFA
3041020007	20	RDFA
3041020008	01	RDFA
3041020008	02	RDFA
3041020008	03	RDFA
3041020008	04	RDFA
3041020008	05	RDFA
3041020008	06	RDFA
3041020008	07	RDFA
3041020008	08	RDFA
3041020008	09	RDFA
3041020008	10	RDFA
3041020008	11	RDFA
3041020009	01	RDFA
3041020010	01	RDFA
3041020010	02	RDFA
3041020010	03	RDFA
3041020010	04	RDFA
3041020010	05	RDFA
3041020010	06	RDFA
3041020011	01	RDFA
3041020012	01	RDFA
3041020013	01	RDFA
3041020013	02	RDFA
3041020013	03	RDFA
3041020013	04	RDFA
3041030001	01	CDFA
3041030001	02	CDFA
3041030002	01	CDFA
3041030002	02	CDFA
3041030003	01	CDFA
3041030004	01	CDFA
3041030005	01	CDFA
3041030006	01	CDFA
3041030007	01	CDFA
3041030007	02	CDFA
3041030007	03	CDFA
3041030007	04	CDFA
3041030007	05	CDFA
3041030007	06	CDFA
3041030007	07	CDFA
3041030007	08	CDFA
3041030007	09	CDFA
3041030007	10	CDFA
3041030007	11	CDFA
3041030007	12	CDFA
3041030007	13	CDFA
3041030007	14	CDFA
3041030007	15	CDFA
3041030007	16	CDFA
3041030007	17	CDFA
3041030007	18	CDFA
3041030007	19	CDFA
3041030007	20	CDFA
3041030008	01	CDFA
3041030008	02	CDFA
3041030008	03	CDFA
3041030008	04	CDFA
3041030008	05	CDFA
3041030008	06	CDFA
3041030008	07	CDFA
3041030008	08	CDFA
3041030008	09	CDFA
3041030008	10	CDFA
3041030008	11	CDFA
3041030009	01	CDFA
3041030010	01	CDFA
3041030010	02	CDFA
3041030010	03	CDFA
3041030010	04	CDFA
3041030010	05	CDFA
3041030010	06	CDFA
3041030011	01	CDFA
3041030012	01	CDFA
3041030013	01	CDFA
3041030013	02	CDFA
3041030013	03	CDFA
3041030013	04	CDFA
3042010001	01	CM
3042010001	02	CM
3042010002	01	CM
3042010002	02	CM
3042010003	01	CM
3042010003	02	CM
3042010003	03	CM
3042010003	04	CM
3042010004	01	CM
3042010004	02	CM
3042010005	01	CM
3042010005	02	CM
3042010006	01	CM
3042010007	01	CM
3042010008	01	CM
3042010009	01	CM
3042010010	01	CM
3042010010	02	CM
3042020001	01	RDFA
3042020001	02	RDFA
3042020002	01	RDFA
3042020002	03	RDFA
3042020003	01	RDFA
3042020003	02	RDFA
3042020004	01	RDFA
3042020005	01	RDFA
3042020006	01	RDFA
3042020006	02	RDFA
3042020007	01	RDFA
3042020008	01	RDFA
3042020008	02	RDFA
3042020009	01	RDFA
3042020010	01	RDFA
3042020010	02	RDFA
3042020010	03	RDFA
3042020010	04	RDFA
3042020010	05	RDFA
3042020010	06	RDFA
3042020010	07	RDFA
3042020010	08	RDFA
3042020010	09	RDFA
3042020010	10	RDFA
3042020010	11	RDFA
3042020010	12	RDFA
3042020011	01	RDFA
3042020011	02	RDFA
3042020011	03	RDFA
3042020012	01	RDFA
3042020012	02	RDFA
3042020012	03	RDFA
3042020013	01	RDFA
3042020014	01	RDFA
3042020015	01	RDFA
3042020015	02	RDFA
3042020015	03	RDFA
3042020015	04	RDFA
3042020015	05	RDFA
3042020015	06	RDFA
3042020016	01	RDFA
3042020016	02	RDFA
3042020017	01	RDFA
3042020017	02	RDFA
3042020017	03	RDFA
3042020017	04	RDFA
3042020018	01	RDFA
3042020018	02	RDFA
3042020019	01	RDFA
3042020020	01	RDFA
3042020021	01	RDFA
3042020022	01	RDFA
3042020023	01	RDFA
3042020024	01	RDFA
3042020024	02	RDFA
3042020024	03	RDFA
3042020024	04	RDFA
3042020024	05	RDFA
3042020025	01	RDFA
3042020025	02	RDFA
3042020025	03	RDFA
3042020026	01	RDFA
3042020026	02	RDFA
3042020026	03	RDFA
3042020027	01	RDFA
3042020028	01	RDFA
3042020029	01	RDFA
3042020029	02	RDFA
3042020030	01	RDFA
3042020031	01	RDFA
3042020031	02	RDFA
3042020032	01	RDFA
3042020032	02	RDFA
3042020033	01	RDFA
3041020009	01	RDFA
3042030001	01	CDFA
3042030001	02	CDFA
3042030002	01	CDFA
3042030002	02	CDFA
3042030003	01	CDFA
3042030003	02	CDFA
3042030004	01	CDFA
3042030005	01	CDFA
3042030006	01	CDFA
3042030006	02	CDFA
3042030007	01	CDFA
3042030008	01	CDFA
3042030008	02	CDFA
3042030009	01	CDFA
3042030010	01	CDFA
3042030010	02	CDFA
3042030010	03	CDFA
3042030010	04	CDFA
3042030010	05	CDFA
3042030010	06	CDFA
3042030010	07	CDFA
3042030010	08	CDFA
3042030010	09	CDFA
3042030010	10	CDFA
3042030010	11	CDFA
3042030010	12	CDFA
3042030011	01	CDFA
3042030011	02	CDFA
